Info 0    [14:10:01.767] Starting TS Server
Info 1445 [14:38:30.354] Different program with same set of files:: structureIsReused:: 1
Info 1446 [14:38:30.415] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1447 [14:38:30.448] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 117 structureChanged: true Elapsed: 32.80995899438858ms
Info 1448 [14:38:30.448] Different program with same set of files:: structureIsReused:: 1
Info 1449 [14:38:30.562] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1450 [14:38:30.603] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 118 structureChanged: true Elapsed: 40.502499997615814ms
Info 1451 [14:38:30.603] Different program with same set of files:: structureIsReused:: 1
Info 1452 [14:38:30.704] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1453 [14:38:30.742] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 119 structureChanged: true Elapsed: 37.91075000166893ms
Info 1454 [14:38:30.742] Different program with same set of files:: structureIsReused:: 1
Info 1455 [14:38:31.058] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1456 [14:38:31.118] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 120 structureChanged: true Elapsed: 59.834374994039536ms
Info 1457 [14:38:31.118] Different program with same set of files:: structureIsReused:: 1
Info 1458 [14:38:32.132] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1459 [14:38:32.162] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 121 structureChanged: true Elapsed: 29.086667001247406ms
Info 1460 [14:38:32.162] Different program with same set of files:: structureIsReused:: 1
Info 1461 [14:38:33.285] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1462 [14:38:33.324] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 122 structureChanged: true Elapsed: 37.80287501215935ms
Info 1463 [14:38:33.325] Project '/dev/null/inferredProject1*' (Inferred)
Info 1464 [14:38:33.325] 	Files (186)

Info 1465 [14:38:33.325] -----------------------------------------------
Info 1466 [14:38:33.325] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 1467 [14:38:33.325] 	Files (108)

Info 1468 [14:38:33.325] -----------------------------------------------
Info 1469 [14:38:34.315] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1470 [14:38:34.344] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 123 structureChanged: true Elapsed: 29.05137500166893ms
Info 1471 [14:38:34.344] Different program with same set of files:: structureIsReused:: 1
Info 1472 [14:38:34.397] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1473 [14:38:34.397] Elapsed:: 0.0910000205039978ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1474 [14:38:34.397] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants 1 undefined Project: /dev/null/inferredProject4* WatchType: Failed Lookup Locations
Info 1475 [14:38:34.397] Elapsed:: 0.008708000183105469ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants 1 undefined Project: /dev/null/inferredProject4* WatchType: Failed Lookup Locations
Info 1476 [14:38:34.397] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 1477 [14:38:34.397] Elapsed:: 0.0068750083446502686ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 1478 [14:38:36.922] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1479 [14:38:36.923] Elapsed:: 0.42787501215934753ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1480 [14:38:36.923] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants 1 undefined Project: /dev/null/inferredProject4* WatchType: Failed Lookup Locations
Info 1481 [14:38:36.923] Elapsed:: 0.010042011737823486ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants 1 undefined Project: /dev/null/inferredProject4* WatchType: Failed Lookup Locations
Info 1482 [14:38:36.923] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 1483 [14:38:36.923] Elapsed:: 0.007333993911743164ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 1484 [14:38:36.955] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1485 [14:38:36.990] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 124 structureChanged: false Elapsed: 34.582583010196686ms
Info 1486 [14:38:36.990] Different program with same set of files:: structureIsReused:: 2
Info 1487 [14:38:37.219] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1488 [14:38:37.267] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 125 structureChanged: false Elapsed: 47.69762498140335ms
Info 1489 [14:38:37.267] Different program with same set of files:: structureIsReused:: 2
Info 1490 [14:38:38.531] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1491 [14:38:38.581] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 126 structureChanged: false Elapsed: 49.4697499871254ms
Info 1492 [14:38:38.581] Different program with same set of files:: structureIsReused:: 2
Info 1493 [14:38:38.583] getCompletionData: Get current token: 0.004500001668930054
Info 1494 [14:38:38.583] getCompletionData: Is inside comment: 0.02249997854232788
Info 1495 [14:38:38.583] getCompletionData: Get previous token 1: 0.010125011205673218
Info 1496 [14:38:38.583] getCompletionData: Get previous token 2: 0.011124998331069946
Info 1497 [14:38:38.583] getCompletionsAtPosition: isCompletionListBlocker: 0.002499997615814209
Info 1498 [14:38:38.583] Returning an empty list because completion was requested in an invalid position.
Info 1499 [14:38:38.584] getCompletionData: Get current token: 0.0030420124530792236
Info 1500 [14:38:38.584] getCompletionData: Is inside comment: 0.013583987951278687
Info 1501 [14:38:38.584] getCompletionData: Get previous token 1: 0.009415984153747559
Info 1502 [14:38:38.584] getCompletionData: Get previous token 2: 0.014458000659942627
Info 1503 [14:38:38.584] getCompletionsAtPosition: isCompletionListBlocker: 0.0022919774055480957
Info 1504 [14:38:38.584] Returning an empty list because completion was requested in an invalid position.
Info 1505 [14:38:38.585] getCompletionData: Get current token: 0.0023329854011535645
Info 1506 [14:38:38.585] getCompletionData: Is inside comment: 0.01162499189376831
Info 1507 [14:38:38.585] getCompletionData: Get previous token 1: 0.008834004402160645
Info 1508 [14:38:38.585] getCompletionData: Get previous token 2: 0.00841599702835083
Info 1509 [14:38:38.585] getCompletionsAtPosition: isCompletionListBlocker: 0.0019159913063049316
Info 1510 [14:38:38.585] Returning an empty list because completion was requested in an invalid position.
Info 1511 [14:38:38.999] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1512 [14:38:39.051] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 127 structureChanged: false Elapsed: 51.81766700744629ms
Info 1513 [14:38:39.051] Different program with same set of files:: structureIsReused:: 2
Info 1514 [14:38:39.053] getCompletionData: Get current token: 0.003958016633987427
Info 1515 [14:38:39.053] getCompletionData: Is inside comment: 0.015083998441696167
Info 1516 [14:38:39.053] getCompletionData: Get previous token 1: 0.009458005428314209
Info 1517 [14:38:39.053] getCompletionData: Get previous token 2: 0.010333001613616943
Info 1518 [14:38:39.053] getCompletionsAtPosition: isCompletionListBlocker: 0.002834022045135498
Info 1519 [14:38:39.053] Returning an empty list because completion was requested in an invalid position.
Info 1520 [14:38:39.053] getCompletionData: Get current token: 0.002333015203475952
Info 1521 [14:38:39.053] getCompletionData: Is inside comment: 0.011083006858825684
Info 1522 [14:38:39.053] getCompletionData: Get previous token 1: 0.008417010307312012
Info 1523 [14:38:39.053] getCompletionData: Get previous token 2: 0.008124977350234985
Info 1524 [14:38:39.053] getCompletionsAtPosition: isCompletionListBlocker: 0.0018340051174163818
Info 1525 [14:38:39.053] Returning an empty list because completion was requested in an invalid position.
Info 1526 [14:38:39.053] getCompletionData: Get current token: 0.002208024263381958
Info 1527 [14:38:39.053] getCompletionData: Is inside comment: 0.010416984558105469
Info 1528 [14:38:39.053] getCompletionData: Get previous token 1: 0.00841599702835083
Info 1529 [14:38:39.053] getCompletionData: Get previous token 2: 0.008000016212463379
Info 1530 [14:38:39.053] getCompletionsAtPosition: isCompletionListBlocker: 0.0016250014305114746
Info 1531 [14:38:39.053] Returning an empty list because completion was requested in an invalid position.
Info 1532 [14:38:39.861] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1533 [14:38:39.921] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 128 structureChanged: false Elapsed: 60.05412498116493ms
Info 1534 [14:38:39.921] Different program with same set of files:: structureIsReused:: 2
Info 1535 [14:38:39.922] getCompletionData: Get current token: 0.0036250054836273193
Info 1536 [14:38:39.922] getCompletionData: Is inside comment: 0.013750016689300537
Info 1537 [14:38:39.922] getCompletionData: Get previous token 1: 0.00941699743270874
Info 1538 [14:38:39.922] getCompletionData: Get previous token 2: 0.008832991123199463
Info 1539 [14:38:39.922] getCompletionsAtPosition: isCompletionListBlocker: 0.0025000274181365967
Info 1540 [14:38:39.922] Returning an empty list because completion was requested in an invalid position.
Info 1541 [14:38:39.924] getCompletionData: Get current token: 0.0025829970836639404
Info 1542 [14:38:39.924] getCompletionData: Is inside comment: 0.012416988611221313
Info 1543 [14:38:39.924] getCompletionData: Get previous token 1: 0.008207976818084717
Info 1544 [14:38:39.924] getCompletionData: Get previous token 2: 0.0076670050621032715
Info 1545 [14:38:39.924] getCompletionsAtPosition: isCompletionListBlocker: 0.002124994993209839
Info 1546 [14:38:39.924] Returning an empty list because completion was requested in an invalid position.
Info 1547 [14:38:39.925] getCompletionData: Get current token: 0.002624988555908203
Info 1548 [14:38:39.925] getCompletionData: Is inside comment: 0.013208001852035522
Info 1549 [14:38:39.925] getCompletionData: Get previous token 1: 0.008459001779556274
Info 1550 [14:38:39.925] getCompletionData: Get previous token 2: 0.007916003465652466
Info 1551 [14:38:39.925] getCompletionsAtPosition: isCompletionListBlocker: 0.002084016799926758
Info 1552 [14:38:39.925] Returning an empty list because completion was requested in an invalid position.
Info 1553 [14:38:42.433] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1554 [14:38:42.433] Elapsed:: 0.07245799899101257ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1555 [14:38:42.433] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants 1 undefined Project: /dev/null/inferredProject4* WatchType: Failed Lookup Locations
Info 1556 [14:38:42.433] Elapsed:: 0.008749991655349731ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants 1 undefined Project: /dev/null/inferredProject4* WatchType: Failed Lookup Locations
Info 1557 [14:38:42.433] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 1558 [14:38:42.433] Elapsed:: 0.0068750083446502686ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 1559 [14:38:42.433] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 1560 [14:38:42.473] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 47 structureChanged: true Elapsed: 40.26300001144409ms
Info 1561 [14:38:42.473] Project '/dev/null/inferredProject4*' (Inferred)
Info 1562 [14:38:42.473] 	Files (249)

Info 1563 [14:38:42.473] -----------------------------------------------
Info 1564 [14:38:42.473] Project '/dev/null/autoImportProviderProject4*' (AutoImportProvider)
Info 1565 [14:38:42.473] 	Files (33)

Info 1566 [14:38:42.473] -----------------------------------------------
Info 1567 [14:38:42.580] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 1568 [14:38:42.608] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 72 structureChanged: true Elapsed: 27.86700001358986ms
Info 1569 [14:38:42.608] Project '/dev/null/inferredProject3*' (Inferred)
Info 1570 [14:38:42.608] 	Files (189)

Info 1571 [14:38:42.608] -----------------------------------------------
Info 1572 [14:38:42.608] Project '/dev/null/autoImportProviderProject3*' (AutoImportProvider)
Info 1573 [14:38:42.608] 	Files (108)

Info 1574 [14:38:42.608] -----------------------------------------------
Info 1575 [14:38:47.363] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1576 [14:38:47.363] Elapsed:: 0.06841599941253662ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1577 [14:38:47.363] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants 1 undefined Project: /dev/null/inferredProject4* WatchType: Failed Lookup Locations
Info 1578 [14:38:47.363] Elapsed:: 0.020208001136779785ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants 1 undefined Project: /dev/null/inferredProject4* WatchType: Failed Lookup Locations
Info 1579 [14:38:47.363] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 1580 [14:38:47.363] Elapsed:: 0.02250000834465027ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 1581 [14:38:47.560] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1582 [14:38:47.621] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 129 structureChanged: false Elapsed: 60.609833002090454ms
Info 1583 [14:38:47.621] Different program with same set of files:: structureIsReused:: 2
Info 1584 [14:38:47.691] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 1585 [14:38:47.709] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 73 structureChanged: false Elapsed: 17.816667020320892ms
Info 1586 [14:38:47.709] Different program with same set of files:: structureIsReused:: 2
Info 1587 [14:38:47.735] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 1588 [14:38:47.752] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 48 structureChanged: false Elapsed: 16.675916999578476ms
Info 1589 [14:38:47.752] Different program with same set of files:: structureIsReused:: 2
Info 1590 [14:38:48.864] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1591 [14:38:48.887] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 130 structureChanged: false Elapsed: 22.084417015314102ms
Info 1592 [14:38:48.887] Different program with same set of files:: structureIsReused:: 2
Info 1593 [14:38:51.135] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1594 [14:38:51.159] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 131 structureChanged: false Elapsed: 23.50050002336502ms
Info 1595 [14:38:51.159] Different program with same set of files:: structureIsReused:: 2
Info 1596 [14:38:54.203] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1597 [14:38:54.229] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 132 structureChanged: false Elapsed: 25.811083018779755ms
Info 1598 [14:38:54.229] Different program with same set of files:: structureIsReused:: 2
Info 1599 [14:38:56.235] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1600 [14:38:56.255] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 133 structureChanged: false Elapsed: 20.10479199886322ms
Info 1601 [14:38:56.255] Different program with same set of files:: structureIsReused:: 2
Info 1602 [14:38:59.678] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 1603 [14:38:59.800] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 49 structureChanged: false Elapsed: 122.26895898580551ms
Info 1604 [14:38:59.801] Different program with same set of files:: structureIsReused:: 2
Info 1605 [14:39:00.191] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 1606 [14:39:00.226] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 74 structureChanged: false Elapsed: 34.63895899057388ms
Info 1607 [14:39:00.226] Different program with same set of files:: structureIsReused:: 2
Info 1608 [14:39:02.615] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1609 [14:39:02.685] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 134 structureChanged: false Elapsed: 69.85916602611542ms
Info 1610 [14:39:02.685] Different program with same set of files:: structureIsReused:: 2
Info 1611 [14:39:02.726] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 1612 [14:39:02.744] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 75 structureChanged: false Elapsed: 17.278459012508392ms
Info 1613 [14:39:02.744] Different program with same set of files:: structureIsReused:: 2
Info 1614 [14:39:02.766] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 1615 [14:39:02.783] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 50 structureChanged: false Elapsed: 17.581917017698288ms
Info 1616 [14:39:02.783] Different program with same set of files:: structureIsReused:: 2
Info 1617 [14:39:11.125] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/#post-rant.controller.js# :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1618 [14:39:11.126] Elapsed:: 0.5250840187072754ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/#post-rant.controller.js# :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1619 [14:39:11.126] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/#post-rant.controller.js# :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants 1 undefined Project: /dev/null/inferredProject4* WatchType: Failed Lookup Locations
Info 1620 [14:39:11.126] Elapsed:: 0.02291598916053772ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/#post-rant.controller.js# :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants 1 undefined Project: /dev/null/inferredProject4* WatchType: Failed Lookup Locations
Info 1621 [14:39:11.126] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/#post-rant.controller.js# :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 1622 [14:39:11.126] Elapsed:: 0.017167001962661743ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/#post-rant.controller.js# :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 1623 [14:39:12.625] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1624 [14:39:12.669] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 135 structureChanged: false Elapsed: 44.51445800065994ms
Info 1625 [14:39:12.670] Different program with same set of files:: structureIsReused:: 2
Info 1626 [14:39:12.700] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 1627 [14:39:12.716] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 76 structureChanged: false Elapsed: 15.526457995176315ms
Info 1628 [14:39:12.716] Different program with same set of files:: structureIsReused:: 2
Info 1629 [14:39:12.737] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 1630 [14:39:12.753] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 51 structureChanged: false Elapsed: 15.489791005849838ms
Info 1631 [14:39:12.753] Different program with same set of files:: structureIsReused:: 2
Info 1632 [14:39:15.871] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1633 [14:39:15.888] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 136 structureChanged: false Elapsed: 16.9302079975605ms
Info 1634 [14:39:15.888] Different program with same set of files:: structureIsReused:: 2
Info 1635 [14:39:19.011] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1636 [14:39:19.035] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 137 structureChanged: false Elapsed: 23.10691699385643ms
Info 1637 [14:39:19.035] Different program with same set of files:: structureIsReused:: 2
Info 1638 [14:39:20.040] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1639 [14:39:20.040] Elapsed:: 0.025958985090255737ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.controller.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1640 [14:39:20.040] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/#post-rant.controller.js# :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
